"CountryCode","SeriesCode","DESCRIPTION",
"JPN","SP.DYN.TFRT.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau",
"KAZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KAZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KAZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KAZ","IT.NET.USER.ZS","Ministry of Transport and Communications. Ministry for Communications and Information of Republic of Kazakhstan",
"KAZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KAZ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KAZ","SP.DYN.TFRT.IN","Data source: Statistical Agency of Kazakhstan, TransMONEE, United Nations World Population Prospects",
"KEN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KEN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KEN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KEN","IT.NET.USER.ZS","Kenya Posts and Telecommunications Corporation. From 1999: Communications Commission of Kenya (CCK).",
"KEN","SG.GEN.PARL.ZS","Situation for 1 January 2008 for directly elected members endorsed by the electoral commission. The additional twelve appointed seats and two ex-officio seats had yet to be filled.",
"KEN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KGZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KGZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KGZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KGZ","IT.NET.USER.ZS","Kyrgyz Telecom. Ministry of Transport and Communications. From 2005: National Communications Agency.",
"KGZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KGZ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KGZ","SP.DYN.TFRT.IN","Data source: TransMONEE, United Nations World Population Prospects",
"KHM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KHM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KHM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KHM","IT.NET.USER.ZS","Ministry of Post and Telecommunications (MPTC).",
"KHM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KIR","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"KIR","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KIR","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KIR","IT.NET.USER.ZS","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KIR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KNA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"KNA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KNA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KNA","IT.NET.USER.ZS","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KNA","SP.DYN.TFRT.IN","Data source: United Nations Population and Vital Statistics Report",
"KOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KOR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KOR","IT.NET.USER.ZS","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KOR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KOR","SP.DYN.TFRT.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KWT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KWT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KWT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KWT","IT.NET.USER.ZS","Ministry of Communications.",
"KWT","SG.GEN.PARL.ZS","No woman candidate was elected in the 2006 elections. However, one woman, appointed to the 16-member cabinet, is counted, because cabinet ministers also sit in parliament. In 2008, two women were appointed to the 16-member cabinet sworn in June 2008.",
"KWT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LAO","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LAO","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LAO","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LAO","IT.NET.USER.ZS","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LBN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBN","IT.NET.USER.ZS","Ministère des Postes et des Télécommunications.",
"LBN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBR","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LBR","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LBR","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LBR","IT.NET.USER.ZS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LBY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBY","IT.NET.USER.ZS","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","SG.GEN.PARL.ZS","Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya.",
"LBY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LCA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LCA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LCA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LCA","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LCN","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIE","IT.NET.USER.ZS","Office for Communications.",
"LIE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LIE","SP.DYN.TFRT.IN","Data source: Eurostat",
"LKA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LKA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LKA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LKA","IT.NET.USER.ZS","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LMC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LSO","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LSO","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LSO","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LSO","IT.NET.USER.ZS","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LTU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LTU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LTU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LTU","IT.NET.USER.ZS","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LTU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LTU","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Department",
"LUX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LUX","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LUX","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LUX","IT.NET.USER.ZS","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation.",
"LUX","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LUX","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LUX","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe",
"LVA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LVA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LVA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LVA","IT.NET.USER.ZS","Ministry of Transport.",
"LVA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LVA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LVA","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe",
"MAR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MAR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MAR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MAR","IT.NET.USER.ZS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.POP.65UP.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MDA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MDA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MDA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MDA","EN.POP.DNST","Excludes Transnistria.",
"MDA","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","SM.POP.NETM","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MDA","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.65UP.TO.ZS","Including Transnistria.",
"MDG","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MDG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDG","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDG","IT.NET.USER.ZS","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MDV","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MDV","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","IT.NET.USER.ZS","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MEA","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MEX","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MEX","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MEX","IT.NET.USER.ZS","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MHL","IT.NET.USER.ZS","National Telecommunications Authority.",
"MHL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MHL","SP.DYN.TFRT.IN","Data source: DHS 2007; Economic Policy, Planning and Statistics Office; U.S. Census Bureau",
"MKD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MKD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","IT.NET.USER.ZS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MLI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MLI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","IT.NET.USER.ZS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MLT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MLT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","IT.NET.USER.ZS","Maltacom. From 1999: Malta Communications Authority.",
"MLT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MLT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MLT","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistics Office",
"MMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","IT.NET.USER.ZS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","IT.NET.USER.ZS","Agency for Telecommunications and Postal Services.",
"MNE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","IT.NET.USER.ZS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MOZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MOZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MOZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MOZ","IT.NET.USER.ZS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MRT","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MRT","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MRT","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MRT","IT.NET.USER.ZS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MRT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MRT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MUS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MUS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MUS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MUS","IT.NET.USER.ZS","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MUS","SP.DYN.TFRT.IN","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.POP.65UP.TO.ZS","Including Agalega and St. Brandon.",
"MWI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MWI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MWI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MWI","IT.NET.USER.ZS","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
"MWI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MWI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MWI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MYS","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MYS","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MYS","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MYS","IT.NET.USER.ZS","Jabatan Telekom Malaysia. From 2002: Malaysian Communications and Multimedia Commission (MCMC).",
"MYS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MYS","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MYS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MYS","SP.POP.65UP.TO.ZS","Including Sabah and Sarawak.",
"NAC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NAM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NAM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NAM","IT.NET.USER.ZS","Telecom Namibia. From 2002: Namibian Communications Commission (NCC).",
"NAM","SG.GEN.PARL.ZS","The 6 additional non-voting members will be appointed by the President of the Republic after he will be sworn in on 21 March 2005.",
"NAM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NAM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"NAM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"NER","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"NER","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"NER","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"NER","IT.NET.USER.ZS","Until 2004: Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL). Institut National de la Statistique.",
"NER","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NER","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"NER","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"NGA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NGA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NGA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NGA","IT.NET.USER.ZS","Nigerian Telecommunications Plc (NITEL). From 2002: Nigerian Communications Commission (NCC).",
"NGA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NGA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"NGA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"NIC","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NIC","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NIC","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NIC","IT.NET.USER.ZS","Instituto Nicaraguense de Telecomunicaciones y Correos (TELCOR).",
"NIC","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NIC","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"NIC","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"NLD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NLD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NLD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NLD","IT.NET.USER.ZS","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"NLD","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"NLD","SP.DYN.TFRT.IN","Data source: Eurostat",
"NOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NOR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NOR","IT.NET.USER.ZS","Norwegian Posts and Telecommunications Authority (NPTA).",
