"CountryCode","SeriesCode","Year","DESCRIPTION",
"LUX","SH.STA.OWAD.ZS","YR1983","Plausible bound is 38.3 - 46.4",
"LUX","SH.STA.OWAD.ZS","YR1984","Plausible bound is 38.9 - 46.9",
"LUX","SH.STA.OWAD.ZS","YR1985","Plausible bound is 39.5 - 47.4",
"LUX","SH.STA.OWAD.ZS","YR1986","Plausible bound is 40.1 - 47.9",
"LUX","SH.STA.OWAD.ZS","YR1987","Plausible bound is 40.7 - 48.4",
"LUX","SH.STA.OWAD.ZS","YR1988","Plausible bound is 41.2 - 48.9",
"LUX","SH.STA.OWAD.ZS","YR1989","Plausible bound is 41.8 - 49.4",
"LUX","SH.STA.OWAD.ZS","YR1990","Plausible bound is 42.3 - 49.9",
"LUX","SH.STA.OWAD.ZS","YR1991","Plausible bound is 42.8 - 50.4",
"LUX","SH.STA.OWAD.ZS","YR1992","Plausible bound is 43.4 - 50.9",
"LUX","SH.STA.OWAD.ZS","YR1993","Plausible bound is 43.8 - 51.4",
"LUX","SH.STA.OWAD.ZS","YR1994","Plausible bound is 44.4 - 52",
"LUX","SH.STA.OWAD.ZS","YR1995","Plausible bound is 45 - 52.5",
"LUX","SH.STA.OWAD.ZS","YR1996","Plausible bound is 45.5 - 53",
"LUX","SH.STA.OWAD.ZS","YR1997","Plausible bound is 46.1 - 53.5",
"LUX","SH.STA.OWAD.ZS","YR1998","Plausible bound is 46.7 - 54",
"LUX","SH.STA.OWAD.ZS","YR1999","Plausible bound is 47.3 - 54.4",
"LUX","SH.STA.OWAD.ZS","YR2000","Plausible bound is 47.8 - 54.9",
"LUX","SH.STA.OWAD.ZS","YR2001","Plausible bound is 48.3 - 55.4",
"LUX","SH.STA.OWAD.ZS","YR2002","Plausible bound is 48.8 - 55.9",
"LUX","SH.STA.OWAD.ZS","YR2003","Plausible bound is 49.3 - 56.4",
"LUX","SH.STA.OWAD.ZS","YR2004","Plausible bound is 49.8 - 56.8",
"LUX","SH.STA.OWAD.ZS","YR2005","Plausible bound is 50.4 - 57.3",
"LUX","SH.STA.OWAD.ZS","YR2006","Plausible bound is 50.9 - 57.8",
"LUX","SH.STA.OWAD.ZS","YR2007","Plausible bound is 51.3 - 58.3",
"LUX","SH.STA.OWAD.ZS","YR2008","Plausible bound is 51.8 - 58.7",
"LUX","SH.STA.OWAD.ZS","YR2009","Plausible bound is 52.1 - 59.2",
"LUX","SH.STA.OWAD.ZS","YR2010","Plausible bound is 52.6 - 59.8",
"LUX","SH.STA.OWAD.ZS","YR2011","Plausible bound is 52.8 - 60.3",
"LUX","SH.STA.OWAD.ZS","YR2012","Plausible bound is 53.2 - 60.8",
"LUX","SH.STA.OWAD.ZS","YR2013","Plausible bound is 53.4 - 61.4",
"LUX","SH.STA.OWAD.ZS","YR2014","Plausible bound is 53.8 - 62",
"LUX","SH.STA.OWAD.ZS","YR2015","Plausible bound is 54 - 62.6",
"LUX","SH.STA.OWAD.ZS","YR2016","Plausible bound is 54.2 - 63.1",
"LUX","SI.DST.FRST.20","YR1985","Based on data from PSELL-LIS. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR1991","Based on data from PSELL-LIS. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR1994","Based on data from PSELL-ECHP-LIS. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR1997","Based on data from PSELL-ECHP-LIS. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2000","Based on data from PSELL-ECHP-LIS. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2003","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2004","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2005","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2006","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2007","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2008","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2009","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2010","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2011","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2012","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2013","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2014","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2015","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2016","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.DST.FRST.20","YR2017","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR1985","Based on data from PSELL-LIS. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR1991","Based on data from PSELL-LIS. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR1994","Based on data from PSELL-ECHP-LIS. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR1997","Based on data from PSELL-ECHP-LIS. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2000","Based on data from PSELL-ECHP-LIS. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2003","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2004","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2005","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2006","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2007","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2008","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2009","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2010","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2011","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2012","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2013","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2014","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2015","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2016","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.GINI","YR2017","Based on data from EU-SILC. Estimated from unit-record income data.",
"LUX","SI.POV.NAHC","YR2015","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LUX","SI.POV.NAHC","YR2016","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LUX","SI.POV.NAHC","YR2017","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LUX","SI.SPR.PCAP.ZG","YR2015","Estimated from individual income data. Growth rates are for the period of 2010-2015.",
"LUX","SI.SPR.PCAP.ZG","YR2017","Estimated from income data. Growth rates are for the period of 2012-2017.",
"LUX","SN.ITK.DEFC.ZS","YR2001","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2002","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2003","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2004","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2005","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2006","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2007","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2008","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2009","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2010","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2011","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2012","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2013","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2014","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2015","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2016","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2017","Proportion of undernourished less than 2.5 percent.",
"LUX","SN.ITK.DEFC.ZS","YR2018","Proportion of undernourished less than 2.5 percent.",
"LUX","SP.DYN.TFRT.IN","YR2012","Break in series.",
"LUX","SP.DYN.TFRT.IN","YR2017","Break in series.",
"LVA","IT.NET.USER.ZS","YR1990","Source: Ministry of Transport.",
"LVA","IT.NET.USER.ZS","YR1996","Source: Ministry of Transport.",
"LVA","IT.NET.USER.ZS","YR1997","Source: Ministry of Transport.",
"LVA","IT.NET.USER.ZS","YR1998","Source: Ministry of Transport.",
"LVA","IT.NET.USER.ZS","YR1999","Source: Ministry of Transport.",
"LVA","IT.NET.USER.ZS","YR2000","Source: Ministry of Transport.",
"LVA","IT.NET.USER.ZS","YR2001","Source: Ministry of Transport.",
"LVA","IT.NET.USER.ZS","YR2002","Source: ITU estimate.",
"LVA","IT.NET.USER.ZS","YR2003","Source: ITU estimate.",
"LVA","IT.NET.USER.ZS","YR2004","Source: Eurostat.;Note: Population age 16-74.",
"LVA","IT.NET.USER.ZS","YR2005","Source: Eurostat.;Note: Population age 16-74.",
"LVA","IT.NET.USER.ZS","YR2006","Source: Eurostat.;Note: Population age 16-74.",
"LVA","IT.NET.USER.ZS","YR2007","Source: Eurostat.;Note: Population age 16-74.",
"LVA","IT.NET.USER.ZS","YR2008","Source: Ministry of Transport;Note: Population age 16-74.",
"LVA","IT.NET.USER.ZS","YR2009","Source: Eurostat.;Note: Population age 16-74.",
"LVA","IT.NET.USER.ZS","YR2010","Source: Eurostat.;Note: Population age 16-74.",
"LVA","IT.NET.USER.ZS","YR2011","Source: Eurostat.;Note: Users in the last 3 months. Age 16-74.",
"LVA","IT.NET.USER.ZS","YR2012","Source: Eurostat.;Note: Users in the last 3 months.",
"LVA","IT.NET.USER.ZS","YR2013","Source: Eurostat.;Note: Population age 16-74.",
"LVA","IT.NET.USER.ZS","YR2014","Source: Eurostat;Note: Population age 16-74.",
"LVA","IT.NET.USER.ZS","YR2015","Source: Eurostat.;Note: Population age 16-74.",
"LVA","IT.NET.USER.ZS","YR2016","Source: Central Statistical Bureau of Latvia;Note: Last 3 months.",
"LVA","IT.NET.USER.ZS","YR2017","Source: Central Statistical Bureau of Latvia;Note: Last 3 months.",
"LVA","IT.NET.USER.ZS","YR2018","Source: Central Statistical Bureau of Latvia",
"LVA","SE.ADT.LITR.ZS","YR2018","UIS Estimation",
"LVA","SH.DYN.MORT","YR1979","Uncertainty bound is 18.7 - 23.1",
"LVA","SH.DYN.MORT","YR1980","Uncertainty bound is 19.6 - 21.8",
"LVA","SH.DYN.MORT","YR1981","Uncertainty bound is 19.8 - 21.3",
"LVA","SH.DYN.MORT","YR1982","Uncertainty bound is 19.6 - 20.9",
"LVA","SH.DYN.MORT","YR1983","Uncertainty bound is 19 - 20.4",
"LVA","SH.DYN.MORT","YR1984","Uncertainty bound is 18.1 - 19.3",
"LVA","SH.DYN.MORT","YR1985","Uncertainty bound is 16.9 - 18.1",
"LVA","SH.DYN.MORT","YR1986","Uncertainty bound is 15.8 - 16.9",
"LVA","SH.DYN.MORT","YR1987","Uncertainty bound is 14.9 - 16",
"LVA","SH.DYN.MORT","YR1988","Uncertainty bound is 14.6 - 15.9",
"LVA","SH.DYN.MORT","YR1989","Uncertainty bound is 15.2 - 16.4",
"LVA","SH.DYN.MORT","YR1990","Uncertainty bound is 16.5 - 17.6",
"LVA","SH.DYN.MORT","YR1991","Uncertainty bound is 17.7 - 19.1",
"LVA","SH.DYN.MORT","YR1992","Uncertainty bound is 18.7 - 20.1",
"LVA","SH.DYN.MORT","YR1993","Uncertainty bound is 19.1 - 20.7",
"LVA","SH.DYN.MORT","YR1994","Uncertainty bound is 19.3 - 20.8",
"LVA","SH.DYN.MORT","YR1995","Uncertainty bound is 19 - 20.6",
"LVA","SH.DYN.MORT","YR1996","Uncertainty bound is 18.2 - 19.9",
"LVA","SH.DYN.MORT","YR1997","Uncertainty bound is 17.2 - 18.7",
"LVA","SH.DYN.MORT","YR1998","Uncertainty bound is 15.9 - 17.4",
"LVA","SH.DYN.MORT","YR1999","Uncertainty bound is 14.6 - 16.1",
"LVA","SH.DYN.MORT","YR2000","Uncertainty bound is 13.5 - 14.9",
"LVA","SH.DYN.MORT","YR2001","Uncertainty bound is 12.6 - 14",
"LVA","SH.DYN.MORT","YR2002","Uncertainty bound is 12 - 13.2",
"LVA","SH.DYN.MORT","YR2003","Uncertainty bound is 11.3 - 12.5",
"LVA","SH.DYN.MORT","YR2004","Uncertainty bound is 10.6 - 11.8",
"LVA","SH.DYN.MORT","YR2005","Uncertainty bound is 9.9 - 11",
"LVA","SH.DYN.MORT","YR2006","Uncertainty bound is 9.3 - 10.4",
"LVA","SH.DYN.MORT","YR2007","Uncertainty bound is 8.8 - 9.8",
"LVA","SH.DYN.MORT","YR2008","Uncertainty bound is 8.3 - 9.3",
"LVA","SH.DYN.MORT","YR2009","Uncertainty bound is 7.9 - 8.9",
"LVA","SH.DYN.MORT","YR2010","Uncertainty bound is 7.4 - 8.3",
"LVA","SH.DYN.MORT","YR2011","Uncertainty bound is 6.8 - 7.7",
"LVA","SH.DYN.MORT","YR2012","Uncertainty bound is 6.2 - 7.1",
"LVA","SH.DYN.MORT","YR2013","Uncertainty bound is 5.6 - 6.5",
"LVA","SH.DYN.MORT","YR2014","Uncertainty bound is 5.1 - 5.9",
"LVA","SH.DYN.MORT","YR2015","Uncertainty bound is 4.6 - 5.4",
"LVA","SH.DYN.MORT","YR2016","Uncertainty bound is 4.1 - 4.9",
"LVA","SH.DYN.MORT","YR2017","Uncertainty bound is 3.7 - 4.7",
"LVA","SH.DYN.MORT","YR2018","Uncertainty bound is 3.3 - 4.6",
"LVA","SH.DYN.MORT","YR2019","Uncertainty bound is 2.9 - 4.6",
"LVA","SH.STA.OWAD.ZS","YR1975","Plausible bound is 36.6 - 50.8",
"LVA","SH.STA.OWAD.ZS","YR1976","Plausible bound is 37.4 - 51",
"LVA","SH.STA.OWAD.ZS","YR1977","Plausible bound is 38.2 - 51.2",
"LVA","SH.STA.OWAD.ZS","YR1978","Plausible bound is 38.9 - 51.5",
"LVA","SH.STA.OWAD.ZS","YR1979","Plausible bound is 39.5 - 51.8",
"LVA","SH.STA.OWAD.ZS","YR1980","Plausible bound is 40.2 - 52",
"LVA","SH.STA.OWAD.ZS","YR1981","Plausible bound is 40.9 - 52.2",
"LVA","SH.STA.OWAD.ZS","YR1982","Plausible bound is 41.5 - 52.5",
"LVA","SH.STA.OWAD.ZS","YR1983","Plausible bound is 42 - 52.8",
"LVA","SH.STA.OWAD.ZS","YR1984","Plausible bound is 42.6 - 53",
"LVA","SH.STA.OWAD.ZS","YR1985","Plausible bound is 43.1 - 53.3",
"LVA","SH.STA.OWAD.ZS","YR1986","Plausible bound is 43.6 - 53.5",
"LVA","SH.STA.OWAD.ZS","YR1987","Plausible bound is 44.1 - 53.7",
"LVA","SH.STA.OWAD.ZS","YR1988","Plausible bound is 44.6 - 53.9",
"LVA","SH.STA.OWAD.ZS","YR1989","Plausible bound is 45 - 54.1",
"LVA","SH.STA.OWAD.ZS","YR1990","Plausible bound is 45.4 - 54.4",
"LVA","SH.STA.OWAD.ZS","YR1991","Plausible bound is 45.7 - 54.6",
"LVA","SH.STA.OWAD.ZS","YR1992","Plausible bound is 46.1 - 54.8",
"LVA","SH.STA.OWAD.ZS","YR1993","Plausible bound is 46.4 - 55",
"LVA","SH.STA.OWAD.ZS","YR1994","Plausible bound is 46.7 - 55.2",
"LVA","SH.STA.OWAD.ZS","YR1995","Plausible bound is 47 - 55.4",
"LVA","SH.STA.OWAD.ZS","YR1996","Plausible bound is 47.3 - 55.7",
"LVA","SH.STA.OWAD.ZS","YR1997","Plausible bound is 47.7 - 55.8",
"LVA","SH.STA.OWAD.ZS","YR1998","Plausible bound is 47.9 - 56.1",
"LVA","SH.STA.OWAD.ZS","YR1999","Plausible bound is 48.2 - 56.4",
"LVA","SH.STA.OWAD.ZS","YR2000","Plausible bound is 48.5 - 56.6",
"LVA","SH.STA.OWAD.ZS","YR2001","Plausible bound is 48.8 - 56.9",
"LVA","SH.STA.OWAD.ZS","YR2002","Plausible bound is 49.1 - 57.1",
"LVA","SH.STA.OWAD.ZS","YR2003","Plausible bound is 49.4 - 57.4",
"LVA","SH.STA.OWAD.ZS","YR2004","Plausible bound is 49.8 - 57.8",
"LVA","SH.STA.OWAD.ZS","YR2005","Plausible bound is 50.1 - 58.2",
"LVA","SH.STA.OWAD.ZS","YR2006","Plausible bound is 50.4 - 58.6",
"LVA","SH.STA.OWAD.ZS","YR2007","Plausible bound is 50.7 - 58.9",
"LVA","SH.STA.OWAD.ZS","YR2008","Plausible bound is 51 - 59.3",
"LVA","SH.STA.OWAD.ZS","YR2009","Plausible bound is 51.3 - 59.7",
"LVA","SH.STA.OWAD.ZS","YR2010","Plausible bound is 51.5 - 60.1",
"LVA","SH.STA.OWAD.ZS","YR2011","Plausible bound is 51.8 - 60.6",
"LVA","SH.STA.OWAD.ZS","YR2012","Plausible bound is 52 - 61",
"LVA","SH.STA.OWAD.ZS","YR2013","Plausible bound is 52.2 - 61.5",
"LVA","SH.STA.OWAD.ZS","YR2014","Plausible bound is 52.3 - 62.1",
"LVA","SH.STA.OWAD.ZS","YR2015","Plausible bound is 52.5 - 62.6",
"LVA","SH.STA.OWAD.ZS","YR2016","Plausible bound is 52.6 - 63.1",
"LVA","SI.DST.FRST.20","YR1993","Estimated from grouped income data.",
"LVA","SI.DST.FRST.20","YR1995","Estimated from grouped income data.",
"LVA","SI.DST.FRST.20","YR1996","Estimated from grouped income data.",
"LVA","SI.DST.FRST.20","YR2004","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2005","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2006","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2007","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2008","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2009","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2010","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2011","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2012","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2013","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2014","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2015","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2016","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.DST.FRST.20","YR2017","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR1993","Estimated from grouped income data.",
"LVA","SI.POV.GINI","YR1995","Estimated from grouped income data.",
"LVA","SI.POV.GINI","YR1996","Estimated from grouped income data.",
"LVA","SI.POV.GINI","YR2004","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2005","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2006","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2007","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2008","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2009","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2010","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2011","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2012","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2013","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2014","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2015","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2016","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.GINI","YR2017","Based on data from EU-SILC. Estimated from unit-record income data.",
"LVA","SI.POV.NAHC","YR2004    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2005    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2006    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2007    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2008    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2009    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2010    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2011    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2012    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2013    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2014    ","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2015","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2016","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2017","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.POV.NAHC","YR2018","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"LVA","SI.SPR.PCAP.ZG","YR2015","Estimated from individual income data. Growth rates are for the period of 2010-2015.",
"LVA","SI.SPR.PCAP.ZG","YR2017","Estimated from income data. Growth rates are for the period of 2012-2017.",
"LVA","SN.ITK.DEFC.ZS","YR2004","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2005","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2006","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2007","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2008","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2009","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2010","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2011","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2012","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2013","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2014","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2015","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2016","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2017","Proportion of undernourished less than 2.5 percent.",
"LVA","SN.ITK.DEFC.ZS","YR2018","Proportion of undernourished less than 2.5 percent.",
"LVA","SP.UWT.TFRT","YR1995","Including sexually active, fecund married women (excluding those in unions), not practicing contraception and not wanting additional children or with a current pregnancy that was not wanted at conception.  Data pertain to unmet need for limiting only.Source: Latvia 1995 Fertility and Family Survey",
"MAR","IT.NET.USER.ZS","YR1990","Source: ONPT and Maroc Telecom.",
"MAR","IT.NET.USER.ZS","YR1995","Source: ONPT and Maroc Telecom.",
"MAR","IT.NET.USER.ZS","YR1996","Source: ONPT.",
"MAR","IT.NET.USER.ZS","YR1997","Source: ONPT and Maroc Telecom.",
"MAR","IT.NET.USER.ZS","YR1998","Source: ONPT and Maroc Telecom.",
"MAR","IT.NET.USER.ZS","YR1999","Source: ONPT and Maroc Telecom.",
"MAR","IT.NET.USER.ZS","YR2000","Source: Agence nationale de réglementation des télécommunications.",
"MAR","IT.NET.USER.ZS","YR2001","Source: Agence nationale de réglementation des télécommunications.",
"MAR","IT.NET.USER.ZS","YR2002","Source: Agence nationale de réglementation des télécommunications.",
"MAR","IT.NET.USER.ZS","YR2003","Source: Agence nationale de réglementation des télécommunications.",
"MAR","IT.NET.USER.ZS","YR2004","Source: Agence nationale de réglementation des télécommunications.;Note: Population age 12-65 using Internet at least once during the last month.",
"MAR","IT.NET.USER.ZS","YR2005","Source: Agence nationale de réglementation des télécommunications.;Note: Population age 12-65 using Internet at least once during the last month.",
"MAR","IT.NET.USER.ZS","YR2006","Source: Agence nationale de réglementation des télécommunications.;Note: Population age 12-65 using Internet at least once during the last month.",
"MAR","IT.NET.USER.ZS","YR2007","Source: Agence Nationale de Réglementation des Télécommunications;Note: Population age 12-65 using Internet at least once during the last month.",
"MAR","IT.NET.USER.ZS","YR2008","Source: Agence Nationale de Réglementation des Télécommunications;Note: Population age 12-65 using Internet at least once during the last month.",
